id_cliente,idade,renda_mensal,tempo_emprego_anos,autonomo,score_credito,valor_solicitado,prazo_meses,juros_mensal_pct,qtde_cartoes,qtde_contratos_abertos,utilizacao_credito,inadimplencias_anteriores,dias_atraso_max_12m,reclamacoes_6m,possui_avalista,canal_aquisicao,regiao,tipo_produto,parcelas_pagas_ate_3m,atraso_primeira_parcela_dias,status_apos_90d,default_90d
180,44,3115.57,4.635767729282728,0,675.0,9265.37,24,3.91,0,1,0.145,0,15,0,0,app,Centro-Oeste,emprestimo_pessoal,3,0,em_dia,0
181,67,9655.89,8.459796776146517,0,634.0,26380.81,6,2.79,0,0,0.071,1,0,0,0,parceiro,Sudeste,emprestimo_pessoal,3,5,em_dia,0
182,26,10510.92,0.0,0,819.0,6186.78,60,1.2,1,1,0.234,1,0,0,0,parceiro,Sul,emprestimo_pessoal,2,15,em_dia,0
183,44,1896.8,3.9573788710123576,0,588.0,6201.59,48,3.65,3,2,0.379,0,0,0,0,app,Sudeste,bnpl,2,15,em_dia,0
184,54,3390.37,4.759303351220091,0,713.0,15070.28,24,2.02,0,2,0.611,0,0,0,0,app,Sul,cartao,2,0,em_dia,0
185,44,3744.85,8.21823806986113,0,643.0,6115.58,18,3.0,0,1,0.552,0,0,1,1,app,Sudeste,cartao,3,0,em_dia,0
186,41,1670.43,0.0,0,689.0,12220.01,12,2.28,0,1,0.44,0,15,2,0,parceiro,Sudeste,cartao,2,15,em_atraso_leve,0
187,26,3356.84,,1,755.0,58362.22,24,2.18,1,1,0.19,0,0,0,0,app,Sudeste,cartao,2,0,em_atraso_leve,0
188,38,3514.0,2.2138587342239457,0,624.0,3481.04,12,3.06,1,2,0.533,0,0,0,0,loja,Nordeste,cartao,3,0,em_dia,0
189,30,8231.1,6.300248373725602,1,701.0,29410.78,24,3.5,1,1,0.511,0,0,1,0,app,Centro-Oeste,cartao,3,15,em_dia,0
190,33,8656.68,,1,673.0,5264.92,12,2.69,1,0,0.724,0,90,0,0,app,Nordeste,cartao,3,10,em_dia,0
191,54,2734.25,12.106331259783293,0,595.0,24939.89,36,3.22,1,3,0.136,0,0,0,0,parceiro,Nordeste,emprestimo_pessoal,2,5,em_atraso_leve,0
192,51,2981.12,7.777746836672352,0,757.0,14333.23,18,2.51,2,1,0.169,2,0,0,0,loja,Sul,cartao,2,10,em_dia,0
193,50,5760.26,3.9042195203366834,0,710.0,13326.04,24,1.58,0,1,0.3,0,15,1,0,app,Sudeste,bnpl,3,0,em_dia,0
194,37,2256.63,4.618805437956356,0,613.0,7036.58,12,4.12,1,0,0.429,1,0,0,0,loja,Centro-Oeste,bnpl,3,5,em_atraso_leve,0
195,68,5442.52,6.2607591672068965,0,744.0,6465.72,12,1.51,1,0,0.415,0,15,0,0,parceiro,Sudeste,cartao,3,10,em_dia,0
196,22,3276.69,4.98788631671647,0,579.0,4330.73,18,4.14,2,1,0.808,2,0,2,0,app,Sudeste,emprestimo_pessoal,2,5,em_dia,0
197,36,1691.67,0.0,0,648.0,8042.79,18,3.69,0,1,0.291,0,0,1,0,app,Norte,emprestimo_pessoal,2,5,em_atraso_leve,0
198,24,1707.68,0.0,0,614.0,6842.25,60,2.89,1,4,0.293,0,0,0,0,parceiro,Centro-Oeste,emprestimo_pessoal,2,10,em_dia,0
199,35,10361.09,5.134914714942225,0,714.0,9410.32,18,2.08,1,0,0.073,0,0,0,1,site,Sudeste,cartao,2,0,em_dia,0
200,68,3112.56,11.790147570532675,0,609.0,2411.83,9,3.16,0,3,0.301,0,0,0,1,app,Sul,emprestimo_pessoal,2,0,em_atraso_leve,0
201,37,11977.48,0.0,0,714.0,8155.48,24,2.65,1,1,0.557,0,0,0,0,app,Sudeste,emprestimo_pessoal,2,15,em_dia,0
202,66,2381.04,12.070649255966455,0,701.0,23399.08,18,1.88,0,1,0.112,0,0,1,0,app,Sudeste,cartao,3,15,em_dia,0
203,44,4354.31,4.129527050501979,0,618.0,17847.85,48,3.08,2,1,0.389,0,0,0,1,app,Sul,emprestimo_pessoal,3,0,em_dia,0
204,55,21057.79,0.0,0,806.0,8157.95,12,1.34,1,0,0.553,0,30,0,0,site,Norte,cartao,2,10,em_dia,0
205,42,1583.64,0.0,0,587.0,60000.0,48,2.78,2,0,0.49,0,0,1,0,site,Sudeste,cartao,0,68,default,1
206,32,843.16,0.0,0,530.0,4897.34,24,3.33,1,1,0.15,1,0,1,0,app,Nordeste,cartao,3,15,em_dia,0
207,58,9186.23,6.231033004541094,0,723.0,7431.82,12,2.3,2,2,0.434,0,0,0,0,app,Sudeste,cartao,3,10,em_dia,0
208,69,1882.6,7.389356867668904,0,467.0,2331.48,18,4.51,0,0,0.22,0,0,0,0,app,Centro-Oeste,bnpl,0,100,default,1
209,31,3446.07,5.276201521482585,0,777.0,5676.59,24,1.35,1,0,0.407,0,0,0,0,site,Sul,bnpl,2,0,em_dia,0
210,59,2255.39,4.496794878536628,0,659.0,36564.71,24,2.83,0,0,0.155,0,0,0,1,app,Sul,emprestimo_pessoal,3,0,em_dia,0
211,31,4279.71,0.0,0,529.0,5863.71,18,3.56,3,2,0.071,0,0,0,0,app,Nordeste,cartao,3,0,em_dia,0
212,55,1715.77,4.494197643186874,0,569.0,2183.19,24,4.29,2,2,0.461,0,0,1,1,loja,Centro-Oeste,cartao,3,10,em_dia,0
213,59,3058.14,6.537636004190521,1,511.0,16787.6,36,4.01,0,1,0.217,0,30,2,0,app,Sudeste,emprestimo_pessoal,3,0,em_atraso_leve,0
214,41,4904.36,5.067704782343471,0,683.0,11136.97,24,3.18,2,0,0.276,2,0,1,0,site,Sul,emprestimo_pessoal,2,0,em_dia,0
215,57,1643.01,3.417923552546579,0,537.0,16207.77,24,2.92,0,1,0.189,0,5,0,0,loja,Sudeste,cartao,3,0,em_dia,0
216,32,2070.31,6.335063451173758,0,693.0,6214.89,48,2.67,3,0,0.268,1,0,0,0,site,Norte,bnpl,2,0,em_dia,0
217,22,2697.23,0.0,0,624.0,3398.68,24,3.42,1,0,0.283,1,0,0,0,site,Sudeste,emprestimo_pessoal,3,0,em_dia,0
218,23,1198.6,0.0,0,610.0,6843.93,18,3.14,1,0,0.115,0,0,0,0,app,Sul,bnpl,3,0,em_dia,0
219,41,2549.36,2.3616297168609854,0,693.0,12820.68,12,2.2,0,1,0.273,0,0,1,0,app,Sul,emprestimo_pessoal,3,5,em_atraso_leve,0
220,65,3826.15,10.901940614959125,0,703.0,7522.99,12,2.32,2,0,0.292,0,90,0,0,site,Sudeste,cartao,2,0,em_dia,0
221,24,2593.74,1.755212414707692,0,747.0,11125.1,12,2.43,2,1,0.296,1,0,0,0,loja,Centro-Oeste,emprestimo_pessoal,3,0,em_dia,0
222,42,2855.45,,1,596.0,5069.01,18,2.67,1,1,0.606,2,60,0,0,loja,Sudeste,cartao,0,84,default,1
223,55,3448.15,9.181377126569902,0,647.0,11481.92,36,3.28,0,1,0.481,0,0,1,0,app,Sul,cartao,2,0,em_dia,0
224,28,2140.32,10.199619889820612,0,596.0,7979.53,12,3.51,1,1,0.212,0,90,1,0,app,Centro-Oeste,bnpl,1,26,default,1
225,56,5877.08,6.793889220081317,0,664.0,4390.52,36,2.6,1,1,0.412,0,60,0,0,app,Sudeste,bnpl,3,15,em_dia,0
226,34,10275.34,7.738448613029017,0,584.0,9010.58,9,3.32,0,2,0.073,0,0,0,0,parceiro,Sudeste,emprestimo_pessoal,3,0,em_dia,0
227,60,2470.64,10.166272827011763,0,614.0,5758.94,12,3.21,0,1,0.157,0,0,1,0,app,Sudeste,emprestimo_pessoal,3,0,em_dia,0
228,48,5036.25,2.9802608691958343,0,614.0,13518.12,18,4.09,0,0,0.38,3,60,0,0,app,Centro-Oeste,emprestimo_pessoal,0,59,default,1
229,46,2924.29,4.953219631666813,0,675.0,16804.13,18,2.84,0,1,0.578,0,0,0,0,site,Sudeste,cartao,3,0,em_atraso_leve,0
230,27,4603.78,,1,650.0,12252.73,12,2.35,0,1,0.12,0,0,0,0,parceiro,Nordeste,emprestimo_pessoal,2,15,em_dia,0
231,42,11325.96,3.662702067734277,0,693.0,1993.12,12,2.25,0,0,0.187,1,0,0,0,app,Sudeste,cartao,3,0,em_dia,0
232,63,5125.65,4.708333708059966,1,641.0,3523.26,24,2.32,1,0,0.384,0,30,0,0,app,Norte,bnpl,3,15,em_dia,0
233,19,925.61,0.2098991498852778,0,601.0,4656.91,18,2.25,0,0,0.26,0,0,2,0,parceiro,Sul,cartao,2,15,em_dia,0
234,58,4919.76,3.6753673901688217,0,666.0,4065.65,18,2.09,2,1,0.34,0,0,1,0,site,Sudeste,emprestimo_pessoal,2,0,em_dia,0
235,44,8823.43,3.6151611713155147,0,572.0,5043.1,12,3.61,4,3,0.739,0,0,0,1,app,Sul,emprestimo_pessoal,2,0,em_dia,0
236,56,2964.08,7.9228144019272,1,698.0,17564.9,18,3.15,3,0,0.605,1,5,0,0,site,Sudeste,cartao,3,0,em_dia,0
237,53,7385.28,5.281778313460015,1,626.0,14487.67,12,3.62,2,0,0.161,0,5,0,0,app,Sudeste,emprestimo_pessoal,3,0,em_atraso_leve,0
238,40,2085.85,0.0,0,667.0,5579.88,12,2.08,0,0,0.412,1,0,0,0,loja,Sudeste,bnpl,3,0,em_dia,0
239,34,1148.67,0.8085780228552988,0,669.0,13229.72,24,2.26,4,4,0.751,0,0,1,0,site,Centro-Oeste,cartao,3,15,em_dia,0
240,51,3890.9,0.1421022660461171,1,786.0,10579.91,24,1.17,2,1,0.579,0,0,0,0,site,Centro-Oeste,bnpl,2,5,em_dia,0
241,25,937.45,3.1942107909361868,0,682.0,7779.65,48,1.17,0,2,0.231,0,15,0,0,loja,Sudeste,bnpl,2,15,em_dia,0
242,48,2923.95,6.861610774189655,0,656.0,21230.37,36,2.72,2,3,0.227,0,0,0,0,app,Nordeste,cartao,1,69,default,1
243,23,9187.97,,1,591.0,4560.08,6,3.82,2,2,0.444,0,5,0,0,site,Sudeste,emprestimo_pessoal,2,10,em_dia,0
244,52,835.64,2.824084623452144,0,718.0,8366.93,12,2.14,0,0,0.12,0,0,0,0,app,Nordeste,emprestimo_pessoal,1,65,default,1
245,51,1340.63,6.323988751959257,0,627.0,3274.65,48,2.37,2,0,0.357,0,0,0,0,app,Sudeste,emprestimo_pessoal,2,10,em_dia,0
246,22,1614.04,0.3346001048089373,0,520.0,3410.82,12,3.53,2,0,0.092,0,0,0,0,app,Sul,bnpl,3,5,em_dia,0
247,58,3337.67,2.3162109258741164,0,633.0,2516.3,18,2.83,1,3,0.323,1,0,0,0,parceiro,Centro-Oeste,cartao,2,0,em_dia,0
248,40,2660.4,6.736754718981256,0,666.0,3460.67,24,3.15,1,1,0.254,0,30,1,0,app,Sudeste,emprestimo_pessoal,3,10,em_dia,0
249,59,9995.3,,1,580.0,8585.52,24,3.37,2,0,0.058,0,30,0,0,loja,Sudeste,emprestimo_pessoal,3,10,em_atraso_leve,0
250,20,7160.1,5.061134183792271,0,640.0,6186.26,6,3.3,1,3,0.258,0,5,0,0,site,Sul,cartao,2,5,em_dia,0
251,27,5074.45,0.45077989988640343,0,644.0,6360.14,12,2.87,0,1,0.016,0,0,1,0,loja,Sul,cartao,3,5,em_dia,0
252,44,3903.94,8.747768094425776,0,645.0,6203.74,12,3.04,0,1,0.282,0,5,0,0,app,Sudeste,cartao,3,0,em_atraso_leve,0
253,27,4700.58,0.8524621203517635,0,755.0,36099.27,12,1.44,1,0,0.382,0,0,0,0,app,Sudeste,emprestimo_pessoal,3,10,em_dia,0
254,35,1833.59,5.827254625384795,0,539.0,3042.98,12,3.45,1,1,0.762,0,60,1,0,app,Nordeste,emprestimo_pessoal,1,93,default,1
255,53,6657.01,3.911805683816637,0,823.0,2778.64,24,0.68,1,1,0.257,0,0,0,0,app,Sudeste,bnpl,2,10,em_dia,0
256,25,1520.03,1.556062426889802,0,647.0,3899.44,18,3.22,0,2,0.192,0,0,0,0,app,Nordeste,cartao,3,0,em_dia,0
257,53,6548.89,0.0,0,699.0,7525.75,9,2.28,1,1,0.561,0,5,0,0,app,Sudeste,emprestimo_pessoal,2,0,em_atraso_leve,0
258,23,8519.6,1.0433037495407953,0,661.0,12391.33,9,0.79,0,0,0.267,0,0,0,0,site,Sudeste,emprestimo_pessoal,2,10,em_dia,0
259,27,4099.69,2.898814883747596,0,503.0,13534.49,60,4.41,1,0,0.719,1,0,1,1,app,Sudeste,bnpl,3,15,em_dia,0
260,49,3066.7,3.784826339226564,0,560.0,17856.8,12,4.18,0,0,0.309,0,5,1,0,site,Centro-Oeste,emprestimo_pessoal,3,0,em_dia,0
261,60,,12.686658238297987,0,605.0,7296.82,12,2.81,1,0,0.346,0,0,0,0,app,Nordeste,cartao,3,0,em_dia,0
262,27,800.0,0.0,0,734.0,5712.0,24,2.4,3,0,0.079,0,0,0,0,app,Sudeste,bnpl,3,0,em_dia,0
263,33,4390.56,1.3274656701362595,0,532.0,32068.79,12,3.77,1,0,0.458,0,90,0,0,app,Sudeste,cartao,0,113,default,1
264,67,3214.74,4.212945865049513,0,577.0,750.41,12,2.33,1,0,0.369,0,0,1,0,site,Sudeste,cartao,1,43,default,1
265,70,3369.59,5.766780573515851,0,664.0,8438.35,9,3.82,3,1,0.228,0,0,0,0,loja,Sul,emprestimo_pessoal,2,15,em_dia,0
266,48,5945.66,8.709945720292467,0,690.0,11529.94,60,2.41,2,0,0.391,0,15,0,0,app,Sudeste,cartao,3,10,em_dia,0
267,41,3309.13,9.433111280144374,0,688.0,39333.36,24,2.65,0,2,0.266,0,15,0,0,app,Nordeste,cartao,2,0,em_dia,0
268,36,1488.26,1.2072258617837042,0,566.0,1950.26,24,3.25,1,1,0.598,0,0,1,0,app,Nordeste,emprestimo_pessoal,3,10,em_dia,0
269,50,3147.82,2.809473600468788,0,514.0,5597.53,48,3.88,0,2,0.094,0,0,0,0,app,Norte,emprestimo_pessoal,2,15,em_dia,0
270,49,3681.9,1.1700497299212973,0,696.0,2523.06,24,2.56,4,1,0.314,0,0,2,0,loja,Sudeste,cartao,2,15,em_dia,0
271,33,3815.09,7.871998852817562,0,772.0,1734.83,12,1.24,3,1,0.628,0,5,0,0,parceiro,Norte,bnpl,3,0,em_dia,0
272,19,3951.92,5.543515424207059,0,621.0,6723.4,18,4.05,1,3,0.047,1,0,0,0,loja,Nordeste,emprestimo_pessoal,2,0,em_dia,0
273,26,,2.089063700039246,0,553.0,16241.53,18,4.17,1,2,0.548,0,5,0,0,site,Sudeste,bnpl,2,5,em_dia,0
274,68,1549.97,2.6136528129259196,0,613.0,22298.42,18,3.47,0,3,0.216,0,0,0,0,site,Centro-Oeste,cartao,3,15,em_dia,0
275,40,3992.98,0.0,0,683.0,5090.37,36,2.5,1,1,0.441,1,0,0,0,app,Norte,emprestimo_pessoal,3,15,em_dia,0
276,43,9209.27,5.0972030763460765,0,630.0,14097.38,12,2.62,0,0,0.438,2,60,0,0,loja,Sudeste,cartao,3,0,em_dia,0
277,42,952.95,6.302682714562746,0,770.0,6762.42,12,2.39,1,1,0.434,0,60,0,0,parceiro,Nordeste,emprestimo_pessoal,3,5,em_dia,0
278,59,4004.82,0.0,0,729.0,12839.54,18,2.52,3,0,0.281,0,90,0,0,app,Sul,cartao,2,0,em_dia,0
279,21,2256.31,0.7354153131174104,0,666.0,21343.46,9,2.51,0,1,0.225,1,5,1,0,app,Centro-Oeste,emprestimo_pessoal,3,0,em_dia,0
280,22,2650.45,7.644035613450843,0,484.0,6782.5,60,3.71,2,2,0.537,0,5,0,0,site,Sudeste,emprestimo_pessoal,3,15,em_dia,0
281,32,1775.63,2.4187177767940007,0,591.0,19982.76,24,2.51,0,1,0.509,0,0,2,0,app,Sudeste,cartao,3,0,em_dia,0
282,43,3082.07,9.713733317767183,0,603.0,2852.99,9,3.29,0,0,0.375,0,0,0,0,parceiro,Sudeste,cartao,2,0,em_dia,0
283,53,13925.26,7.971661451344893,0,587.0,13977.87,24,3.28,0,1,0.236,0,0,1,0,loja,Sudeste,cartao,2,0,em_dia,0
284,44,1355.87,0.8250213970762483,0,666.0,19260.64,36,3.38,1,3,0.251,0,0,0,0,site,Nordeste,bnpl,0,23,default,1
285,41,1455.8,3.235650473268504,1,668.0,17639.12,18,3.26,0,0,0.537,0,0,2,0,site,Sudeste,bnpl,2,0,em_dia,0
286,67,1318.26,6.92957016509354,1,508.0,2921.72,24,4.12,1,0,0.12,0,0,0,0,app,Centro-Oeste,bnpl,3,0,em_dia,0
287,26,12785.69,0.0,1,718.0,6716.06,36,2.23,0,0,0.289,0,0,0,0,loja,Centro-Oeste,cartao,3,0,em_dia,0
288,48,2474.43,1.7054619201617056,0,651.0,10342.8,12,2.22,0,1,0.54,0,5,0,0,app,Nordeste,cartao,2,0,em_atraso_leve,0
289,46,3433.34,10.13369007241496,0,680.0,11658.51,24,3.19,2,0,0.223,0,30,0,0,loja,Sul,cartao,0,84,default,1
290,43,2587.46,1.0792378310746695,0,713.0,8828.07,24,2.29,2,4,0.078,0,60,0,1,app,Sudeste,cartao,3,0,em_dia,0
291,60,1723.65,10.31452626743038,0,585.0,26957.19,36,3.76,0,5,0.257,0,5,1,0,site,Sudeste,emprestimo_pessoal,2,10,em_dia,0
292,32,2934.1,,1,757.0,2659.51,48,2.59,4,1,0.092,0,60,1,1,site,Nordeste,cartao,1,50,default,1
293,68,,7.4102623454088965,0,638.0,6522.31,60,2.66,1,2,0.125,0,0,0,1,app,Sudeste,cartao,3,10,em_dia,0
294,35,9942.48,,1,779.0,1905.67,12,1.29,2,1,0.25,0,0,0,0,app,Centro-Oeste,emprestimo_pessoal,3,5,em_atraso_leve,0
295,46,1846.07,2.765044644833624,1,574.0,13565.14,36,4.88,0,0,0.224,0,30,0,0,site,Nordeste,bnpl,3,0,em_dia,0
296,45,5688.48,,1,772.0,12818.23,24,2.14,1,1,0.241,0,60,0,0,app,Nordeste,emprestimo_pessoal,2,0,em_dia,0
297,63,1875.96,0.0,0,573.0,60000.0,18,3.38,0,2,0.316,0,120,1,1,app,Centro-Oeste,cartao,1,24,default,1
298,41,923.57,5.798975859451229,0,867.0,19141.28,60,1.67,0,1,0.16,0,15,0,1,app,Norte,cartao,1,24,default,1
299,33,7518.72,0.0,0,569.0,10602.63,48,3.4,2,1,0.072,1,0,0,0,app,Nordeste,cartao,3,15,em_dia,0
300,19,8354.77,0.8260364565553988,1,740.0,9935.38,36,2.27,0,0,0.425,0,15,0,0,app,Sudeste,emprestimo_pessoal,3,0,em_dia,0
301,37,7669.89,6.76985044861472,0,619.0,6112.42,9,2.82,2,1,0.578,0,0,0,1,app,Nordeste,emprestimo_pessoal,3,15,em_atraso_leve,0
302,61,2460.5,8.838033571204315,0,711.0,8938.4,12,2.33,1,1,0.429,0,15,0,0,loja,Sul,emprestimo_pessoal,3,10,em_dia,0
303,18,3088.49,0.0,0,647.0,10117.36,48,2.74,0,3,0.104,1,0,0,1,app,Sudeste,cartao,3,0,em_dia,0
304,65,6141.61,,1,557.0,1505.91,60,3.26,0,2,0.495,0,15,0,0,parceiro,Sul,emprestimo_pessoal,0,36,default,1
305,46,4694.47,2.4496478588707773,0,412.0,9457.59,12,5.06,3,2,0.487,2,30,1,0,loja,Sudeste,emprestimo_pessoal,1,79,default,1
306,25,2605.27,2.9917555182534716,0,863.0,8717.21,12,0.67,1,4,0.445,0,0,0,0,parceiro,Sudeste,emprestimo_pessoal,2,0,em_dia,0
307,34,1039.21,0.0,0,656.0,35529.13,24,3.13,1,1,0.254,1,0,0,0,parceiro,Nordeste,emprestimo_pessoal,1,113,default,1
308,47,3812.06,4.933717484530047,0,400.0,7152.92,9,4.87,1,1,0.079,1,15,1,0,loja,Sudeste,emprestimo_pessoal,3,0,em_dia,0
309,34,7861.84,4.510002808300225,0,676.0,4173.39,24,1.7,1,1,0.347,0,0,0,0,loja,Sudeste,emprestimo_pessoal,2,0,em_dia,0
310,23,1425.57,1.1093698669515573,0,709.0,10051.22,60,2.7,0,1,0.046,0,0,1,0,site,Sudeste,emprestimo_pessoal,3,0,em_dia,0
311,53,5651.0,,1,589.0,8521.88,12,3.75,2,0,0.93,0,0,0,1,app,Sudeste,emprestimo_pessoal,3,0,em_dia,0
312,53,4488.05,6.483034554141714,1,590.0,7159.43,36,4.63,0,2,0.674,0,0,0,0,parceiro,Sudeste,cartao,3,0,em_dia,0
313,24,6143.37,0.3242100921038662,0,648.0,2697.43,24,2.89,2,1,0.192,0,15,0,0,app,Sul,emprestimo_pessoal,2,5,em_atraso_leve,0
314,32,6731.14,0.0,1,752.0,7006.41,12,2.08,3,1,0.268,0,30,1,0,site,Nordeste,bnpl,3,10,em_dia,0
315,30,2079.06,3.40694578549788,0,658.0,4889.69,18,3.06,0,0,0.369,0,0,0,1,app,Sudeste,emprestimo_pessoal,3,0,em_dia,0
316,52,1040.86,2.2442362216950777,0,774.0,6655.42,24,2.35,0,2,0.436,1,0,0,0,app,Sul,cartao,3,0,em_dia,0
317,56,2345.79,4.035800812984592,0,746.0,14906.12,36,2.56,2,0,0.099,0,15,0,0,site,Sudeste,bnpl,3,0,em_dia,0
318,56,6818.29,,1,631.0,4509.13,24,3.21,1,2,0.178,0,0,0,0,site,Nordeste,emprestimo_pessoal,3,15,em_dia,0
319,67,2330.91,12.34066684202023,0,517.0,6628.6,60,4.0,1,1,0.368,0,60,1,0,site,Nordeste,cartao,2,10,em_dia,0
320,58,2079.71,6.166789567952969,0,631.0,12672.9,12,3.49,2,0,0.214,0,0,1,0,loja,Sul,emprestimo_pessoal,0,95,default,1
321,34,892.93,5.359226927560547,0,695.0,6362.68,60,2.44,2,0,0.322,0,90,0,1,app,Sudeste,emprestimo_pessoal,1,98,default,1
322,23,13029.92,0.0,0,655.0,60000.0,24,2.11,2,2,0.496,0,0,0,1,parceiro,Sudeste,emprestimo_pessoal,2,5,em_dia,0
323,50,6501.6,6.199332533482621,0,704.0,9884.6,18,1.57,2,0,0.536,1,0,0,0,app,Sudeste,bnpl,2,10,em_dia,0
324,66,6235.04,7.0503292181299315,0,723.0,2783.83,9,2.07,1,0,0.269,1,0,0,0,parceiro,Nordeste,emprestimo_pessoal,2,0,em_dia,0
325,69,7232.3,11.922296532191638,0,695.0,3919.77,12,2.54,0,1,0.289,0,0,0,0,site,Sudeste,cartao,3,10,em_atraso_leve,0
326,30,5394.04,1.0483953338993517,0,627.0,3598.43,18,4.43,0,1,0.523,0,15,2,0,site,Nordeste,cartao,2,0,em_dia,0
327,30,2913.97,2.0942683399317024,1,694.0,3967.63,60,2.42,0,1,0.187,0,15,2,1,site,Centro-Oeste,cartao,3,5,em_dia,0
328,19,3095.47,5.325850634964782,0,840.0,12627.45,36,1.25,2,1,0.337,0,0,2,0,app,Centro-Oeste,cartao,2,10,em_dia,0
329,25,2539.81,2.0178817266187266,0,523.0,3123.36,9,3.74,1,2,0.442,0,0,1,0,app,Sudeste,emprestimo_pessoal,2,5,em_dia,0
330,47,25249.81,1.0990551654945602,1,691.0,6037.06,18,2.85,1,2,0.215,2,0,0,0,app,Sudeste,cartao,3,0,em_dia,0
331,46,5310.56,13.79071645651543,0,806.0,21131.75,24,1.67,0,0,0.072,0,90,0,0,site,Centro-Oeste,bnpl,3,0,em_dia,0
332,37,2471.72,0.004925328321432776,0,550.0,5142.99,48,3.38,2,1,0.459,0,30,0,0,loja,Sul,cartao,2,0,em_dia,0
333,34,4962.38,3.193549714576667,1,735.0,14156.94,36,1.57,2,1,0.551,1,0,3,0,parceiro,Sul,cartao,3,0,em_dia,0
334,61,1639.86,7.873408546089646,0,746.0,1913.47,12,1.81,2,1,0.699,0,0,0,0,loja,Sudeste,emprestimo_pessoal,3,10,em_dia,0
335,42,10817.26,5.3166612816089005,0,524.0,5838.18,9,3.49,0,3,0.163,0,15,1,0,parceiro,Sudeste,emprestimo_pessoal,2,0,em_dia,0
336,60,2131.79,,1,711.0,3767.41,12,2.21,0,0,0.169,0,0,2,0,app,Sudeste,emprestimo_pessoal,3,0,em_dia,0
337,69,5096.62,6.973338703157922,0,627.0,10321.68,24,3.14,0,0,0.856,0,5,0,0,site,Sul,emprestimo_pessoal,3,0,em_dia,0
338,34,7785.37,2.5977384679921562,0,645.0,3319.72,9,2.63,1,1,0.444,0,0,0,0,app,Sudeste,cartao,2,0,em_dia,0
339,28,4670.84,0.0,0,622.0,46462.7,12,3.91,1,1,0.566,2,30,1,0,app,Sul,cartao,1,30,default,1
340,68,3756.98,15.02576725047955,0,762.0,1985.69,36,2.53,1,2,0.318,0,0,0,0,site,Centro-Oeste,cartao,2,0,em_dia,0
341,51,3528.47,4.69003178800318,0,640.0,21007.0,18,2.83,2,1,0.256,0,0,0,0,site,Centro-Oeste,cartao,3,0,em_dia,0
342,33,3354.93,5.389258474880835,0,611.0,16877.43,60,2.67,1,2,0.526,0,5,0,0,parceiro,Sudeste,emprestimo_pessoal,3,0,em_dia,0
343,50,2271.04,4.168714998114381,0,612.0,10410.59,36,3.18,2,0,0.365,0,0,0,0,site,Centro-Oeste,emprestimo_pessoal,2,15,em_dia,0
344,45,2498.4,3.498327146755808,0,621.0,8378.84,12,3.04,0,3,0.358,0,120,1,0,app,Sudeste,bnpl,1,79,default,1
345,65,10616.99,5.545947180656224,0,558.0,38712.26,6,3.63,0,1,0.184,0,0,0,0,site,Nordeste,cartao,3,0,em_atraso_leve,0
346,31,3226.38,0.0,0,610.0,60000.0,24,2.99,5,0,0.637,0,0,0,0,app,Sudeste,cartao,0,104,default,1
347,70,1941.41,7.177826009577307,0,660.0,6707.76,36,2.2,1,3,0.73,3,30,0,0,parceiro,Sudeste,cartao,3,0,em_dia,0
348,67,2376.29,5.955473209881994,0,684.0,9148.09,18,2.59,5,1,0.423,0,90,1,0,app,Sudeste,cartao,2,0,em_dia,0
349,27,7988.8,6.680335782146719,1,752.0,5002.32,48,1.79,2,2,0.325,0,60,0,0,app,Sudeste,bnpl,2,15,em_dia,0
350,26,5809.35,0.0,0,670.0,2961.06,36,2.55,1,1,0.422,2,60,0,0,site,Nordeste,cartao,3,0,em_dia,0
351,46,5328.18,2.839984878558007,0,610.0,11859.0,24,3.27,0,2,0.268,0,15,3,0,site,Sudeste,emprestimo_pessoal,2,5,em_atraso_leve,0
352,20,2885.28,0.0,0,564.0,9890.95,6,3.57,3,1,0.095,0,0,0,0,site,Centro-Oeste,emprestimo_pessoal,2,0,em_dia,0
353,33,5380.52,8.34885637904133,0,675.0,2035.52,18,2.69,0,0,0.462,0,0,0,1,site,Nordeste,cartao,2,0,em_dia,0
354,41,2159.97,1.2170704430086503,0,640.0,11787.54,24,2.73,1,0,0.322,0,5,1,0,app,Sul,emprestimo_pessoal,3,15,em_dia,0
355,69,2880.76,9.588049456541478,0,643.0,10176.8,12,3.13,0,1,0.305,0,5,1,0,site,Sudeste,cartao,3,0,em_dia,0
356,70,7243.59,11.13556515692093,0,672.0,4798.88,36,2.28,0,1,0.18,0,5,0,0,app,Nordeste,cartao,2,15,em_atraso_leve,0
357,26,6742.77,1.948569810046071,0,694.0,4539.87,18,1.89,0,2,0.154,1,0,0,0,loja,Sul,bnpl,1,116,default,1
358,65,1675.87,,1,673.0,11469.08,12,2.18,0,1,0.136,0,0,2,0,site,Sudeste,bnpl,2,15,em_dia,0
359,22,1842.49,0.0,0,636.0,31405.75,36,2.62,2,3,0.175,0,5,0,0,app,Sudeste,cartao,2,0,em_dia,0
360,57,3797.3,9.189174226786278,0,582.0,11224.26,24,2.75,3,1,0.346,0,0,0,0,app,Centro-Oeste,emprestimo_pessoal,2,0,em_dia,0
361,62,12773.37,2.367920934200498,0,598.0,15531.23,12,2.39,0,1,0.152,0,5,0,0,parceiro,Sul,cartao,2,5,em_dia,0
